audio_id,audio_path,transcript,speaker_id,locale,source_original_split,source_project_split,duration_sec,sample_rate,num_channels,source_intent,audio_sha256
12872,data/audio/dev/5719be255af0235c1661477481ca8eb0.wav,đặt vé tàu hỏa tới hà nội cho tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.32,48000,1,transport_ticket,f953e690da747eb03bd8a02589a44e73ae6d0340a9b79e99e3a811d9952b0d8f
12977,data/audio/dev/f4267b52e7407eb1b6336cf9e515423b.wav,google,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,1.5,48000,1,qa_maths,31db7a7325712ba12bf4ad8f05d699bee83dd824b66258e005cbc622a5c9cd60
13022,data/audio/dev/f0712d89c99cbd276618bdee70a2a515.wav,britney spears bao nhiêu tuổi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.3,48000,1,qa_factoid,7c5e1d960a7f4e003792147ad0faaa081f2e8dd4c04bea5d2163714c5e10f14b
13185,data/audio/dev/b34323d69a5bf6a39dcb7e89f7169a19.wav,tính toán khoảng cách từ boston đến new york,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.26,48000,1,qa_factoid,2afcd119d8df046ecefedec124a2d9afabdbdc87b013bf438b03403ce51e5e21
13462,data/audio/dev/ac6dbb6b7b36319d8321ce5d9b43aa34.wav,tính toán,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,1.32,48000,1,qa_maths,58d8704c4a80aec20303b849c884a7ab3aafdf35e7cd6a83cf4b6cea7813c68a
13875,data/audio/dev/c614c1c428bd0c99a04a1eb699e55e72.wav,nguyễn phú trọng bao nhiêu tuổi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.7,48000,1,qa_factoid,07f6d1f4fde0e9fcf49fe02ff5e7a77fca1a16788fe7e9d53f8e7366d9d9482b
14346,data/audio/dev/17176fa4eeb1af1b5ba8ca673a05a4b1.wav,giả thuyết nghĩa là gì,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.4,48000,1,qa_definition,89e2c92b6608262682f305e217a7947ea5fe3f1616186cf2c835958155741846
14397,data/audio/dev/281ad3327f5a2c3128aed3e1b8e93b74.wav,sơn tùng sinh ngày nào,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.06,48000,1,qa_factoid,9e22a207f9bf6fb1c0b0e1f5b36ded71dc3f54eb6884467e934aedeb0512f55a
14704,data/audio/dev/8e00ab6cc71d03e00d1fd03177ca48bb.wav,tôi có thể mua lúa mì hữu cơ ở đâu,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.48,48000,1,recommendation_locations,2ec772ea5a0a19a97b249a3d9d2548e573a0c296e582e51b49e2c9e8dc13a730
14808,data/audio/dev/18c552d1f506c8a3f07b9638807c73d8.wav,chuyển đổi một bảng anh sang đô la mỹ,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.26,48000,1,qa_currency,7bfbd28a12af2d494b2654bf7f75a671eb3194807b652e94173c0af979d51bb4
14819,data/audio/dev/d0ad553043b08e7608ee6a1467764270.wav,cổ phiếu giá cao,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.58,48000,1,qa_stock,3f03cc6c1a15c383f487af411b48780e569752c4fd83316e3fd249b2cf803480
14987,data/audio/dev/b157b070765a3cac2773339f122e1e0e.wav,máy vi tính là gì,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.4,48000,1,qa_definition,55124edda39865afea7a43f5f13e2ecf743c681e9fb41e6c91c8cde8c91b0f67
15379,data/audio/dev/ae188efb1d655417c6eb6efcd3bc19de.wav,làm ơn đăng bức ảnh này lên facebook của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.84,48000,1,social_post,0a9640e38dcb51cd8230c9a8d54c79db0866b2fc75347cca3fbe3ebedad88400
15533,data/audio/dev/d98016795d355b13298121bc8ec6eba8.wav,olly gửi một tweet cho bún bò huế cô hằng nói với họ rằng họ có dịch vụ khách hàng tồi tệ nhất,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,7.8,48000,1,social_post,63eda9f3118dfaefcd49a0dcb3931d6d77163717f4b807b63ee5e76fe421e4bf
15863,data/audio/dev/1b209c935c83a3eb11b4eaff6d55fdde.wav,kiểm tra các email chưa đọc từ mẹ,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,6.24,48000,1,email_query,d0c84a92d97f51a3d0d53a86faded8b2297dc6f9f1b3bd76e5141ba53034315e
1637,data/audio/dev/04e98005182bc1c9e592644515587a04.wav,những bài báo mới nhất từ tin tức yahoo là gì,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.9,48000,1,news_query,cd5c2b073bc036ea91d9ca06b142dcbd1851ad8886d1e86ffc07e06e201f7ab3
16423,data/audio/dev/97706c0722bde90ebf6a5745a5e7629c.wav,gửi thư điện tử tới hùng hỏi mấy giờ ăn tối,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.5,48000,1,email_sendemail,47e355562d618c5e512e16a3df90c4054ce0bf6570becda0b0d82fb8667ff6da
16709,data/audio/dev/437bd2ef4b3a24bd24a0e45d4558da22.wav,bao nhiêu số liên hệ tôi có trong danh bạ của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.5,48000,1,email_querycontact,68dbb3477a87787d53248f0b59add827c41ecdafebf17dcc49792caf8a280615
16723,data/audio/dev/4bbcb18374115f6e066d201bafe60434.wav,bạn có thể xem huy đã gửi thư điện tử cho tôi về điều gì không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.7,48000,1,email_query,6ab943af9c0300dbc443ed652108522805f610d02d8a0586271e8e7eaa543199
1678,data/audio/dev/fa700a4278316206ed89746f887d9903.wav,f. m. chín trăm chín mươi chín gần đây đang phát nhạc gì,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,6.18,48000,1,music_query,d5cb2a04217ed57eb9591d263ddcbc988577bb19fa8f000e0641be56e6ef1975
16929,data/audio/dev/fcf4ac4be1ed13f0c36fe7f34ec64c7f.wav,phản hồi thư của hùng với phản hồi sáu ba mươi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.26,48000,1,email_sendemail,80466509a95a7d48adb368cb3f1b3a0644989ec01bf2364d6da9e8d8bb06d50c
17121,data/audio/dev/d3c100573e924e0d8b8fc37aae77bf74.wav,báo cáo bất kỳ thư điện tử mới,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.48,48000,1,email_query,a8850cfb10aab9401fc9e109dd4b0d36acd23544af78000715ea42f711d0dc99
2009,data/audio/dev/5c10afc4f5367a55d2e0f6777824b51d.wav,thời tiết tuần này thế nào,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.76,48000,1,weather_query,4c1aca28d7e14cd44963752a596d0204bb862e63eda88a95a85adbaf3fbc2bfe
2115,data/audio/dev/86f66e9aea7ec13f96827846089f0070.wav,phát nhạc pop,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,1.62,48000,1,play_music,3817a64fa381066c3d5e06fcebe092fd904fa6e50110037a9dc84ef97d06aeee
2125,data/audio/dev/dd0915a79ae0f9442b0939d1f5704e4e.wav,cho tôi biết thời tiết của new brighton pa olly,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.58,48000,1,weather_query,6679226ee8315be0b1b72f526a74efbd76321f71fe81dc7730dd4b1f8b69a673
2187,data/audio/dev/2a4189002eaf736353a36c98f763fac6.wav,bạn có thể vui lòng tắt đèn phòng ngủ của tôi không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.78,48000,1,iot_hue_lightoff,c0b646fbbf5fe7b914c7089171fbb0991a5b715a36e507a65c7b7087f217fb5d
230,data/audio/dev/be3c176f9b3b1f36e15dd24320b0babb.wav,ở bắc kinh hiện tại là mấy giờ,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.94,48000,1,datetime_query,7b8374bea5bf1cea491ca07180e5b9faa26e1a12828fc0b939778715640a1454
2323,data/audio/dev/53c7753c78da0a0bff50d2828d94004f.wav,vui lòng tắt tiếng loa,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.58,48000,1,audio_volume_mute,c9a3a22eb3fc2a56d002a6faf29de033bc2d71a7bf0645a24fb49956a7d77c12
2419,data/audio/dev/5564475be56f989fe42e13fb65240fcb.wav,có những cập nhật tin tức nào từ kênh mười bốn,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.56,48000,1,news_query,19d3f4ed9f85c44568ec1f8c00e304b4630a9c5468eb3d16b403b4135af36205
2464,data/audio/dev/83e08c1f90b1b28e98504c7541da3cd0.wav,olly tắt đèn,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.04,48000,1,iot_hue_lightoff,cc043b934fd683806c26b46f92d31c30104ab5c932eb070267d65b72d8973e1b
2467,data/audio/dev/c94f5cc5c61a0e2a74de31cfe0f9434a.wav,có cách nào lấy những tin tức nóng hổi về trump không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.68,48000,1,news_query,01a325f82f3cf8b387b077f58d60952a35ca995009001354df8253256b004019
2810,data/audio/dev/5a6bddba59200d30d06fb127a16bc6f6.wav,thắp sáng đèn phòng khách,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.46,48000,1,iot_hue_lightup,7885ee27de126f8c864b3e137a7a1345f00e6495dcf3e76fc5c660c1fba35433
2814,data/audio/dev/044822d371c1865972540db2471053e6.wav,pha một ít cà phê,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.4,48000,1,iot_coffee,bc3ca0e0ed211bccde2a9e54c2aa0e221bc5aca64bce07c3ea2b37bea74973f9
2932,data/audio/dev/49e4fe1e37614c8975637b38b6adf024.wav,tiếp theo phát bài người hãy quên em đi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.3,48000,1,play_music,eaf6378816ab63b4e1a6606a66032dc4996d22678dd4eee2d3119866feff0b56
3123,data/audio/dev/952458b3503c189c63b80422a80a0bb0.wav,phát một vài bài nhạc cho tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.88,48000,1,play_music,01bb60f4ad1906144bbffafbb20866c5d504b99d41489ba806185e38ad95b0b0
3242,data/audio/dev/7e4cdd337f210561c9615b724ba2ae17.wav,bạn có thể cài báo thức lúc một rưỡi không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.66,48000,1,alarm_set,ffac80928e16d70d57a6146070be3c0901e0e4d9b23a45e0953f68f6822dc6f2
345,data/audio/dev/e16d129ab3a86feeaba330ffca976a5a.wav,nhiệt độ ngày mai ngoài đó sẽ như thế nào,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.6,48000,1,weather_query,9a531c81d599646ae31934bba8e83d6fb3ad5ea9e0022d73cb71c97f4e187d78
3649,data/audio/dev/f2393d3b6a9b0fb46e6cc7310881c10a.wav,nóng đến mức nào ở miami,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.96,48000,1,weather_query,23fa7ac071d0a7264ea419335c894f99518f2c178d1997c4c0dfd1a6a7d18efa
3940,data/audio/dev/43d42079463719ac075b191a92a0c445.wav,lưu các bài hát thể loại này cho tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.42,48000,1,music_likeness,c4a811d3aa6dd9f808820859fbe47eb4e7028f8aff57f84008426a37f59085c1
3954,data/audio/dev/3c7c20f63cedef36aeaab3b33d6a7384.wav,sau bài hát này phát người hãy quên em đi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.9,48000,1,play_music,95ef744ac805375ac77f60911aac3fc5becdc65ec6144fd1d059f4884b0183b0
415,data/audio/dev/ff161bd7b0386737f19205ec3aa886ff.wav,thay đổi các bóng đèn phòng của tôi để tôi có thể có một giấc ngủ ngon,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.64,48000,1,iot_hue_lightchange,f00ab4c43fa842e843926821a8f00d33ab2286d5aaf340bb8ceb6d85b1dd2d96
4198,data/audio/dev/3bf5ad84201b6e798c219b255fc9255a.wav,bỏ báo thức đặt lúc bốn giờ sáng,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.6,48000,1,alarm_remove,3b858aeb3072534098cd2eb96fff85f426898f9c5b9cde5ee1655f8e98caf7ab
4318,data/audio/dev/b6d9c6eceef407443949f54c5924d7ac.wav,đánh thức tôi dậy lúc mười giờ,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.28,48000,1,alarm_set,ee60d1bee24b80bf8dfe715067b1d85c6065a8972972cf1e8deac78258fc3174
4440,data/audio/dev/8cb60c488f2a90d684f66ee5655a3cb7.wav,làm tối tất cả các đèn nội thất,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.24,48000,1,iot_hue_lightdim,149994b8b60b1bef2d6c9d302643a77c6e05234633c0045c31de9a81cf88bec0
4538,data/audio/dev/d8b94b51e718536db0e9d2fa80a9f768.wav,dự đoán thời tiết mà bạn đưa cho tôi là sai thành phố tôi muốn biết nhiệt độ nơi tôi đang ở,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,7.8,48000,1,weather_query,4576b3fb67d8b66e908ca8599f9bdf72a7e4c9d327e0ca73ce8aaff941849d88
4603,data/audio/dev/5b0d027026b045a5df2d5d17d5c30ea5.wav,trời sẽ u ám phải không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.0,48000,1,weather_query,1f2e36552e5b4114f31f72e18cc3b2c1b40aef4155e5513a79a854de590a2529
4971,data/audio/dev/512e5d85b9cd20cabe606e5c6c307119.wav,bỏ báo thức đi ngủ của vy,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.0,48000,1,alarm_remove,e89132e989632d56ea29126161e622d1eda479f5a4a5e4eda5394f07b69c1545
5004,data/audio/dev/5ca448faa12b7090ab621ffd4d0c899f.wav,thời gian của múi giờ phía đông là gì,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.08,48000,1,datetime_query,193327afd75e255eb486aa773fee5649874708fe750702d1d2679d8a1e215f4f
53,data/audio/dev/ea34dfeff1dea4ba254dfc6b4189bc09.wav,danh sách các lựa chọn giao hàng được bình chọn nhiều nhất cho đồ ăn trung quốc,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,6.48,48000,1,takeaway_query,3970d1971f1a463e7469acd7418749b428d3266152d77bcbac13d141375b306e
5666,data/audio/dev/fa749c13aaf2b13ee4ceef66a2d0e2df.wav,thời tiết được cập nhật theo giây bằng cách sử dụng thời tiết hoặc cập nhật dự báo từ trung tâm dự báo khí tượng thuỷ văn quốc gia hoặc weathercom đều khá kém đối với trang web của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,15.6,48000,1,weather_query,cf287dbbe66786fbc1f9a66acb896ee6e6c550cb9d246803328b91cec00adb44
5672,data/audio/dev/19346b639c9af7651b965fa838610af9.wav,ở hà nội việt nam là mấy giờ,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.72,48000,1,datetime_query,b7622c279de3c8d22acf114249fab42997fee057be0fec2672b6334609ce7717
5782,data/audio/dev/432c4e8da3b298a86da52bd29d922662.wav,sẽ có sương mù sau hoàng hôn phải không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.6,48000,1,weather_query,a36cb55493cdf62bca4339b031d371bc274ba9d39eccd749aeb4229575868ab6
6044,data/audio/dev/de0f46aa133fe4e9f498d53229762177.wav,tiếp theo phát bài hát người hãy quên em đi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.66,48000,1,play_music,033bf6f5a5926c6b41520df44b8cf37277a1aa5c9379bed61337508fefb07bd9
6079,data/audio/dev/203fb36dbb76740ba75b0c9747c272bb.wav,báo thức,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,1.5,48000,1,alarm_set,003307ed8659cfc80407ad2c4067df7f2a79ed654b8e8305980cc3a61d3e6a0e
6422,data/audio/dev/daafe4ba32740b88489df35bce4cac30.wav,tựa đề wikipedia,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.06,48000,1,general_quirky,74c18887e5c31efdaa3e3ed5b7908ba2dc9cc61c9de0dfce041f07a24b11927a
6613,data/audio/dev/db40a0b044776ea729586d5ff97d5607.wav,nấu ăn,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,1.56,48000,1,cooking_query,f87c0e92ec082d6637e3a140759179b689e9ce68fdbc1136d9d65517a3471c4b
6675,data/audio/dev/34bd9d14c3b6ec5d9f448c53a2e60306.wav,nếu bạn có thể nói về ba điều chúng sẽ là gì,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.14,48000,1,general_quirky,b036749b2521114ac6610b1372315c3bddf847cceefb424672f7a63b67a62f81
6775,data/audio/dev/e3ad95acabc16d76cb7938d803a8d95a.wav,khi nào thì nó,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.1,48000,1,general_quirky,fd7acdf37c67e11d0f5a6ccb88fdeed2bd77f3e77c697b9d33a6781df034a6bb
6778,data/audio/dev/82cfd6a9327cd22c23aaaa1fa91f0fae.wav,tôi có sự kiện nào hôm nay không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.24,48000,1,calendar_query,30b4893e2c63e91f3299c1a2b494d4cb3821941078a3dd4c14433056bb00de99
689,data/audio/dev/361239908ff0328f559120ff674f1949.wav,giảm âm lượng,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.04,48000,1,audio_volume_down,3bdda86d614ce6b7ec1740d134dc75dde35a87acc27a761d596b0e9cdb3055ae
7486,data/audio/dev/aa85d67d76831b61356a7caa5ee3c9c4.wav,cảnh báo hiện tại của tôi là gì,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.3,48000,1,calendar_query,1fc1881cb57302f627cbd30f2e63affe1dff570185d7935d759659ab7993b208
7620,data/audio/dev/258b47ee4442c0ee19d5c14728d6ec1f.wav,xoá tất cả các sự kiện trong lịch của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.32,48000,1,calendar_remove,ced2badd8faffe4014594f0568698d05c3c1e45c90d94454dad86bbb19303e55
7738,data/audio/dev/c29d4e9d2ed13ad0dd3782514b5a8d87.wav,xóa việc đi mua sắm tạp hóa khỏi lịch trình thứ bảy của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.38,48000,1,calendar_remove,3fff85b75917a7ddd6141fd7b96d0fc901270db1fbbeff1302ac4066877b66fd
7804,data/audio/dev/064a3937a30b7a5bb38b4c2fae183fcd.wav,nhắc lại các nhiệm vụ công việc của tôi mỗi ngày lúc tám giờ sáng,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.22,48000,1,calendar_set,c4e84d5c0fc9ede16b268606fee38ee64e17b759a38897adfb20182211252e75
8046,data/audio/dev/aaaa84e4046b4c5fafacc738e8c13bc2.wav,tôi có bao nhiêu cuộc họp vào tuần tới,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.84,48000,1,calendar_query,5f3c6bd776cc0284f020edeabae4e8fd65e9b7e59cb01113dedb75f84c63474a
8061,data/audio/dev/856fb51046e039fa22ddcf67655c64d4.wav,tiệc tối bắt đầu lúc mấy giờ tối nay,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.3,48000,1,calendar_query,69e924f21ba00d102c8e4e6c0dc930c1ebe029fbcb39e232a5b4f66688cc65d6
8063,data/audio/dev/728ed386ef7e7c80da0f3d475ab02f18.wav,khi nào đến lời nhắc kế tiếp của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.48,48000,1,calendar_query,49f38ebafdbcee2d1e81f948c45ce17d65c8bd5880fc0c04049feb00ad6edfce
8101,data/audio/dev/2138fa027e9c6b83cc21610c710f51a0.wav,olly gửi email các cuộc hẹn của tôi để xếp lại lịch trình,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.1,48000,1,email_sendemail,25b9de712e4900baafa75d6da3c87517e64dc4453ff423466579d6bc7c087392
8609,data/audio/dev/6b7e6b393351f2794a6815978c098895.wav,hủy cuộc họp với thư vào ngày thứ ba và đặt lịch lại vào ngày thứ năm,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.46,48000,1,calendar_set,03a737433ae4b5f46e7471677c2e5dc493fe1f0619c7ab2e8a2f6c998cd330dc
8707,data/audio/dev/dac25805db5ead84209e36911409592c.wav,mở các sự kiện sắp tới của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,2.82,48000,1,calendar_query,cd96c11434fa92a37ac917e386fd39ab765f71c4e324411f0c2d380ccc21750f
8752,data/audio/dev/9e2238affe38a0a3b38c4c1a50c8d375.wav,tôi có bất kỳ thứ gì lên lịch cho ngày mười bảy tháng ba không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.1,48000,1,calendar_query,64034794022c0a8444e4e8f88e6a08ae2b0784f6f12f707df444f65db609ae7d
8788,data/audio/dev/ed6ae9c008a6f579fa6c66cccdea75d8.wav,tìm kiếm những gì đang xảy ra gần đây vào các ngày cụ thể,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,5.4,48000,1,recommendation_events,6e005dfec861b87d1ba12f830060ac7c1ce04c580a914931ae6604e43e7c9e0b
8800,data/audio/dev/21b9b81ee067348ebb88babf137ed142.wav,tôi có bất cứ lời nhắc nào trong danh sách của tôi không,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.44,48000,1,calendar_query,106f253e1d25241033b7f63e2d083e9580bc713411bb76b3ef1743bb41568d31
8802,data/audio/dev/b3484220ad4328ef2f3c180fc6186e12.wav,hãy nhắc tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,1.5,48000,1,calendar_set,09ad97bf248389aa8f3c9e94532fd2417427c7d90f0372f3d3c74139de4bd807
9004,data/audio/dev/2f32bb72cbfb7819a510ae065336501a.wav,tôi cần một cuộc họp với giám đốc tài chính vào thứ năm,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,4.44,48000,1,calendar_set,0fdebfa64635b70bd9ad28df51759efa830326b8d5a4ea8cf9b67492194a9920
9369,data/audio/dev/ca5ba8eafd0b4aaeef9172cfdd2f4766.wav,đi đến kênh radio yêu thích của tôi,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.12,48000,1,play_radio,1adef0a1811c405bd058e0904409d7ccadb1a4cb81ebd3eb64bba58019820bcc
9453,data/audio/dev/47f548565dd05438b55985337da3ef3c.wav,phát radio famosa cho ôti,5c9d67af9e01ef000197cd15,vi-VN,validation,SVM,3.96,48000,1,play_radio,019011aec0537a1d84471a6985dd7b7d80d3070fca735e706f35c5ebe4932264
