audio_id,audio_path,original_split,project_split,locale,speaker_id,normalized_speaker_id,speaker_sex,speaker_age,transcript,annot_utt,tokens,labels,intent_idx,intent,scenario_str,duration_sec,sample_rate,num_channels,is_valid,protocol,role,checksum,dataset_type,split_role,split_name,duplicate_path,duplicate_checksum
5666,dev/fa749c13aaf2b13ee4ceef66a2d0e2df.wav,validation,SVM,vi-VN,5c9d67af9e01ef000197cd15,exp_svm_spk_0003,Female,59,thời tiết được cập nhật theo giây bằng cách sử dụng thời tiết hoặc cập nhật dự báo từ trung tâm dự báo khí tượng thuỷ văn quốc gia hoặc weathercom đều khá kém đối với trang web của tôi,thời tiết được cập nhật theo giây bằng cách sử dụng thời tiết hoặc cập nhật dự báo từ trung tâm dự báo khí tượng thuỷ văn quốc gia hoặc weathercom đều khá kém đối với trang web của tôi,"['thời' 'tiết' 'được' 'cập' 'nhật' 'theo' 'giây' 'bằng' 'cách' 'sử' 'dụng'
 'thời' 'tiết' 'hoặc' 'cập' 'nhật' 'dự' 'báo' 'từ' 'trung' 'tâm' 'dự'
 'báo' 'khí' 'tượng' 'thuỷ' 'văn' 'quốc' 'gia' 'hoặc' 'weathercom' 'đều'
 'khá' 'kém' 'đối' 'với' 'trang' 'web' 'của' 'tôi']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other']",13,weather_query,weather,15.6,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,cf287dbbe66786fbc1f9a66acb896ee6e6c550cb9d246803328b91cec00adb44,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
12533,dev/7c212a77d5e79b0043b40b0b178e70a0.wav,validation,SVM,vi-VN,5c9d67af9e01ef000197cd15,exp_svm_spk_0003,Female,59,chỉ tôi đường đến địa điểm,chỉ tôi đường đến địa điểm,['chỉ' 'tôi' 'đường' 'đến' 'địa' 'điểm'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],42,transport_query,transport,2.94,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,ae6da81885d98750003684d3d83533b3d4c98a1a6a7089fb5b3906ffd1fb561e,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
4971,dev/512e5d85b9cd20cabe606e5c6c307119.wav,validation,SVM,vi-VN,5c9d67af9e01ef000197cd15,exp_svm_spk_0003,Female,59,bỏ báo thức đi ngủ của vy,bỏ báo thức đi ngủ [person : của vy],['bỏ' 'báo' 'thức' 'đi' 'ngủ' 'của' 'vy'],['Other' 'Other' 'Other' 'Other' 'Other' 'person' 'person'],52,alarm_remove,alarm,3.0,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,e89132e989632d56ea29126161e622d1eda479f5a4a5e4eda5394f07b69c1545,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
16929,dev/fcf4ac4be1ed13f0c36fe7f34ec64c7f.wav,validation,SVM,vi-VN,5c9d67af9e01ef000197cd15,exp_svm_spk_0003,Female,59,phản hồi thư của hùng với phản hồi sáu ba mươi,phản hồi thư [person : của hùng] với phản hồi sáu ba mươi,['phản' 'hồi' 'thư' 'của' 'hùng' 'với' 'phản' 'hồi' 'sáu' 'ba' 'mươi'],"['Other' 'Other' 'Other' 'person' 'person' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other']",33,email_sendemail,email,4.26,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,80466509a95a7d48adb368cb3f1b3a0644989ec01bf2364d6da9e8d8bb06d50c,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
8788,dev/ed6ae9c008a6f579fa6c66cccdea75d8.wav,validation,SVM,vi-VN,5c9d67af9e01ef000197cd15,exp_svm_spk_0003,Female,59,tìm kiếm những gì đang xảy ra gần đây vào các ngày cụ thể,tìm kiếm những gì đang xảy ra gần đây vào các ngày cụ thể,"['tìm' 'kiếm' 'những' 'gì' 'đang' 'xảy' 'ra' 'gần' 'đây' 'vào' 'các'
 'ngày' 'cụ' 'thể']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other']",6,recommendation_events,recommendation,5.4,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,6e005dfec861b87d1ba12f830060ac7c1ce04c580a914931ae6604e43e7c9e0b,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
3701,dev/dd6d3ba0c684ecafd5b132a6741933ce.wav,validation,SVM,vi-VN,5e133bbe6a5bff9911b73cfc,exp_svm_spk_0004,Female,31,nó quá sáng,nó quá sáng,['nó' 'quá' 'sáng'],['Other' 'Other' 'Other'],31,iot_hue_lightdim,iot,2.22,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,6928dc921f267431225fae064e7dc6d535536d9e67e3615247d89f03febc585b,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
8751,dev/b7c51e19ad3f7f8c40d30cf0f17f592d.wav,validation,SVM,vi-VN,5e133bbe6a5bff9911b73cfc,exp_svm_spk_0004,Female,31,cuộc họp buổi trưa thứ ba,[event_name : cuộc họp] [timeofday : buổi trưa] [date : thứ ba],['cuộc' 'họp' 'buổi' 'trưa' 'thứ' 'ba'],['event_name' 'event_name' 'timeofday' 'timeofday' 'date' 'date'],50,calendar_set,calendar,2.64,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,969d64c374269f8e26f15f9e9e8c412d011cd74f8c49dbe900a7069215452cb6,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
2140,dev/de922906d358b91c5e282d8e4ef4fa2a.wav,validation,SVM,vi-VN,5e133bbe6a5bff9911b73cfc,exp_svm_spk_0004,Female,31,siri thời tiết bên ngoài như thế nào,siri thời tiết bên ngoài như thế nào,['siri' 'thời' 'tiết' 'bên' 'ngoài' 'như' 'thế' 'nào'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],13,weather_query,weather,3.06,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,751de84a939f54838199948c90523882639c59795c0a8d82c1e37953dcc9e50d,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
15294,dev/135809789a4dc4615f9825172e9d2245.wav,validation,SVM,vi-VN,5e133bbe6a5bff9911b73cfc,exp_svm_spk_0004,Female,31,thông tin mới nhất từ ​​nguồn cấp dữ liệu của tôi là gì,thông tin mới nhất từ ​​nguồn cấp dữ liệu của tôi là gì,"['thông' 'tin' 'mới' 'nhất' 'từ' '\u200b\u200bnguồn' 'cấp' 'dữ' 'liệu'
 'của' 'tôi' 'là' 'gì']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other']",27,social_query,social,3.96,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,a157001f283f04c749a306bd7a4b730feacb10b834bb5f9fd84a7d717ce21f1f,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
10293,dev/cd4f783e917713c1ed23099c45298367.wav,validation,SVM,vi-VN,5e133bbe6a5bff9911b73cfc,exp_svm_spk_0004,Female,31,muốn chơi game với tôi không,muốn chơi game với tôi không,['muốn' 'chơi' 'game' 'với' 'tôi' 'không'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],51,play_game,play,2.94,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,481ebf3f3d46197d58fc82a589655f320e5329fa4c5feb57e768e4fd35c03401,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
9736,dev/97087093a1263b0e5dbc49a2348ba910.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,phát sách nói mới thêm gần đây,phát [media_type : sách nói] mới thêm gần đây,['phát' 'sách' 'nói' 'mới' 'thêm' 'gần' 'đây'],['Other' 'media_type' 'media_type' 'Other' 'Other' 'Other' 'Other'],20,play_audiobook,play,4.56,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,6e4df7bd3f87eddae50e29540dc7a8ddbc6cbc766f1ddb91dcdbf9f5c6cd0ab7,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
708,dev/f917261a23cf166a37944468c2a901c2.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,ai đang dẫn đầu giải đua công thức một ngay bây giờ,ai đang dẫn đầu giải đua [news_topic : công thức một] ngay bây giờ,"['ai' 'đang' 'dẫn' 'đầu' 'giải' 'đua' 'công' 'thức' 'một' 'ngay' 'bây'
 'giờ']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'news_topic' 'news_topic'
 'news_topic' 'Other' 'Other' 'Other']",22,news_query,news,5.28,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,93d0e67ae824491ba52c30c9965bc51f7fdc27080ab11be8bca6a0ef414c725f,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
15897,dev/14aa32bc7e81f8b3a525f0955fcc63f8.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,gửi chúc mừng sinh nhất đến thang a còng gmail.com,gửi chúc mừng sinh nhất đến [email_address : thang a còng gmail.com],['gửi' 'chúc' 'mừng' 'sinh' 'nhất' 'đến' 'thang' 'a' 'còng' 'gmail.com'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'email_address'
 'email_address' 'email_address' 'email_address']",33,email_sendemail,email,6.48,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,4ba78b34a0274dec644c9592ccad54932ca7ba49eea73ebcb4bc9dda29948a9d,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
6132,dev/7bf8375bbe8e75fbd46805f42b0189e2.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,olly mở bất cứ thứ gì trong danh sách phát gần đây nhất của tôi,olly mở [music_descriptor : bất cứ thứ gì] trong danh sách phát gần đây nhất của tôi,"['olly' 'mở' 'bất' 'cứ' 'thứ' 'gì' 'trong' 'danh' 'sách' 'phát' 'gần'
 'đây' 'nhất' 'của' 'tôi']","['Other' 'Other' 'music_descriptor' 'music_descriptor' 'music_descriptor'
 'music_descriptor' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other']",45,play_music,play,6.24,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,5399d899fafa743aa2480f706edf46cb9bb5369fcf63cabdc811fe56d2fcacf7,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
2693,dev/a440e57a0aa2c7e9cfbe6d296362a0e2.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,làm một cốc cà phê cho tôi,làm một cốc cà phê cho tôi,['làm' 'một' 'cốc' 'cà' 'phê' 'cho' 'tôi'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],56,iot_coffee,iot,3.84,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,c764aef266cfdebd26575526e006c3dad5b0d95f31419296a16cf54d243b4ea1,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
9425,dev/0c6a1454f31843f837710865ba52c3bf.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,olly tôi muốn nghe kênh phát nhạc r. and b.,olly tôi muốn nghe [radio_name : kênh phát nhạc r. and b.],['olly' 'tôi' 'muốn' 'nghe' 'kênh' 'phát' 'nhạc' 'r.' 'and' 'b.'],"['Other' 'Other' 'Other' 'Other' 'radio_name' 'radio_name' 'radio_name'
 'radio_name' 'radio_name' 'radio_name']",36,play_radio,play,3.9,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,e7f79bde6ccff270890a181f78cc7575ac1036e89172b612f8d670c6934e59fc,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
16840,dev/687f07e902a909093bb6a987c80bcdb7.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,email cho oanh,email cho [person : oanh],['email' 'cho' 'oanh'],['Other' 'Other' 'person'],33,email_sendemail,email,1.74,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,f3f3474fae046a1aef5922035a60cb28e19b48d5cd2ed34a01d502a75d8aca49,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
11608,dev/75e569e0cf274957ef15fb2b94c377b8.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,nhà hàng gần nhất trong thành phố ở đâu,[business_type : nhà hàng] gần nhất trong [place_name : thành phố] ở đâu,['nhà' 'hàng' 'gần' 'nhất' 'trong' 'thành' 'phố' 'ở' 'đâu'],"['business_type' 'business_type' 'Other' 'Other' 'Other' 'place_name'
 'place_name' 'Other' 'Other']",19,recommendation_locations,recommendation,3.06,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,bc8cc8580301086e3010dee8f3952d70533eea60fb691c716de8d46b1e9632db,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
2095,dev/c9535b44912a918b105098fdf666ebe3.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,peking garden có giao hàng hay không,[business_name : peking garden] có [order_type : giao hàng] hay không,['peking' 'garden' 'có' 'giao' 'hàng' 'hay' 'không'],"['business_name' 'business_name' 'Other' 'order_type' 'order_type' 'Other'
 'Other']",3,takeaway_query,takeaway,3.96,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,b6e061537d87dbc8f89a1e0f468c9a8bf0a60388dd4d40d98d0af64c3acaa36c,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
5636,dev/a19864a69d5cfa271745acf23c7e0a83.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,tôi có cần kem chống nắng tuần này không,tôi có cần [weather_descriptor : kem chống nắng] [date : tuần này] không,['tôi' 'có' 'cần' 'kem' 'chống' 'nắng' 'tuần' 'này' 'không'],"['Other' 'Other' 'Other' 'weather_descriptor' 'weather_descriptor'
 'weather_descriptor' 'date' 'date' 'Other']",13,weather_query,weather,3.78,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,35829c079a2a1232f21ae3ed707e9e1af2e32a8d4b58af9841e964e30427e0aa,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
15625,dev/02d094202f69f5a542522b159b2e9add.wav,validation,SVM,vi-VN,5e4247e718b8910d4a2b9a34,exp_svm_spk_0007,Female,32,tweet phàn nàn,[media_type : tweet] phàn nàn,['tweet' 'phàn' 'nàn'],['media_type' 'Other' 'Other'],47,social_post,social,3.12,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,2b651d099e877b3d81101f26cb61f368d168ad60915524f935f7f024d42d6a85,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
12108,dev/1f683d259d1a017b047ddec39561324b.wav,validation,SVM,vi-VN,5e4247e718b8910d4a2b9a34,exp_svm_spk_0007,Female,32,có nơi nào bán đồ trung hoa ở ninh bình không,có nơi nào bán đồ [food_type : trung hoa] ở [place_name : ninh bình] không,['có' 'nơi' 'nào' 'bán' 'đồ' 'trung' 'hoa' 'ở' 'ninh' 'bình' 'không'],"['Other' 'Other' 'Other' 'Other' 'Other' 'food_type' 'food_type' 'Other'
 'place_name' 'place_name' 'Other']",19,recommendation_locations,recommendation,4.56,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,2ed5c2e7648a6eca7e1c82be1b2de7da6d5fabc39fb4e9b3de5017d7b621bdc6,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
16161,dev/f9f834fd4629c104df4bc7480d539fcb.wav,validation,SVM,vi-VN,5e4247e718b8910d4a2b9a34,exp_svm_spk_0007,Female,32,trả lời lại email này,trả lời lại email này,['trả' 'lời' 'lại' 'email' 'này'],['Other' 'Other' 'Other' 'Other' 'Other'],33,email_sendemail,email,3.54,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,29080558668b5f05630623f4af61b2e297d8be38db31bda98040862b36c238a4,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
9725,dev/4073f99c722160d857d6c171e562a1f7.wav,validation,SVM,vi-VN,5e4247e718b8910d4a2b9a34,exp_svm_spk_0007,Female,32,tạm dừng sách nói,[player_setting : tạm dừng] [media_type : sách nói],['tạm' 'dừng' 'sách' 'nói'],['player_setting' 'player_setting' 'media_type' 'media_type'],20,play_audiobook,play,3.18,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,bb28fd7dbfa38b740aae7bbad30b8719adffe22d22f1fdbac1c7b355af3aff4d,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
2520,dev/643b0dcc6670bb1d5abdc06f4c10f241.wav,validation,SVM,vi-VN,5e4247e718b8910d4a2b9a34,exp_svm_spk_0007,Female,32,giúp tôi bật robot hút bụi,giúp tôi bật [device_type : robot hút bụi],['giúp' 'tôi' 'bật' 'robot' 'hút' 'bụi'],['Other' 'Other' 'Other' 'device_type' 'device_type' 'device_type'],34,iot_cleaning,iot,3.42,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,5c403054f1e637b0251e4f513c4a79a1d770d288405f510ca9826e27a7941b8b,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
14930,dev/4c5d7ec9a64610f5a20fefc9b45c4f32.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,đen vâu dự định làm gì tuần này,[person : đen vâu] dự định làm gì [date : tuần này],['đen' 'vâu' 'dự' 'định' 'làm' 'gì' 'tuần' 'này'],['person' 'person' 'Other' 'Other' 'Other' 'Other' 'date' 'date'],49,qa_factoid,qa,2.88,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,4b6fa4e8ccae19f090e950bc3d006275fb044fd6818d4da4881c895046ae064f,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
1914,dev/971362071fe3df0f0056c5252ef64d1b.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,báo thức tôi lúc năm giờ,báo thức tôi lúc [time : năm] giờ,['báo' 'thức' 'tôi' 'lúc' 'năm' 'giờ'],['Other' 'Other' 'Other' 'Other' 'time' 'Other'],48,alarm_set,alarm,1.86,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,16271a3123d39b7c409736b1803c6f673ef1c22bf2c59ef739d9161e80672a1c,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
3149,dev/5c88ced3ab68d7dd92b528ca820f8552.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,tôi có bất kỳ báo thức nào cho sáng ngày mai không,tôi có bất kỳ báo thức nào cho [timeofday : sáng] [date : ngày mai] không,"['tôi' 'có' 'bất' 'kỳ' 'báo' 'thức' 'nào' 'cho' 'sáng' 'ngày' 'mai'
 'không']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'timeofday' 'date' 'date' 'Other']",23,alarm_query,alarm,3.36,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,e4931d5ee94cd55f669608f58a574ff51f71d80ff319f44f005d1e344c164ea4,SVM_CLOSED_SET,ENROLLMENT,svm_closed_set_enrollment,False,False
