audio_id,audio_path,original_split,project_split,locale,speaker_id,normalized_speaker_id,speaker_sex,speaker_age,transcript,annot_utt,tokens,labels,intent_idx,intent,scenario_str,duration_sec,sample_rate,num_channels,is_valid,protocol,role,checksum,split_name
237,dev/78da28fd1c24c3173163663ed27b6e0a.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tôi có cài báo thức để đánh thức tôi dậy vào buổi sáng không,tôi có cài báo thức để đánh [alarm_type : thức] tôi [alarm_type : dậy] vào [timeofday : buổi sáng] không,"['tôi' 'có' 'cài' 'báo' 'thức' 'để' 'đánh' 'thức' 'tôi' 'dậy' 'vào' 'buổi'
 'sáng' 'không']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'alarm_type'
 'Other' 'alarm_type' 'Other' 'timeofday' 'timeofday' 'Other']",23,alarm_query,alarm,4.8,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
9840,dev/0817cb913f962ec154fb9a3585903ce2.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,hãy tiếp tục sách nói tam quốc diễn nghĩa,hãy [player_setting : tiếp tục] [media_type : sách nói] [audiobook_name : tam quốc diễn nghĩa],['hãy' 'tiếp' 'tục' 'sách' 'nói' 'tam' 'quốc' 'diễn' 'nghĩa'],"['Other' 'player_setting' 'player_setting' 'media_type' 'media_type'
 'audiobook_name' 'audiobook_name' 'audiobook_name' 'audiobook_name']",20,play_audiobook,play,3.36,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
1877,dev/d5ad16a936230bf3681bf3d6f145ac2b.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,bài hát này rất hay bạn có thể phát lại không,bài hát này rất hay bạn có thể phát lại không,['bài' 'hát' 'này' 'rất' 'hay' 'bạn' 'có' 'thể' 'phát' 'lại' 'không'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other']",43,music_likeness,music,3.06,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
5561,dev/e24ee2e8189728f21c2ddfb93f498f73.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,đọc giúp tôi tin tức trong ngày,đọc giúp tôi tin tức trong ngày,['đọc' 'giúp' 'tôi' 'tin' 'tức' 'trong' 'ngày'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],22,news_query,news,2.58,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
13844,dev/fc7afc479ff8f487aaa722602777bf7e.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tom hanks bao nhiêu tuổi,[person : tom hanks] bao nhiêu tuổi,['tom' 'hanks' 'bao' 'nhiêu' 'tuổi'],['person' 'person' 'Other' 'Other' 'Other'],49,qa_factoid,qa,1.92,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
7999,dev/3f9354c4feaf905147cad52328078a47.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,vui lòng hủy hội nghị phụ huynh giáo viên được lên lịch vào ngày bảy tháng ba,vui lòng hủy [event_name : hội nghị phụ huynh giáo viên] được lên lịch vào [date : ngày bảy tháng ba],"['vui' 'lòng' 'hủy' 'hội' 'nghị' 'phụ' 'huynh' 'giáo' 'viên' 'được'
 'lên' 'lịch' 'vào' 'ngày' 'bảy' 'tháng' 'ba']","['Other' 'Other' 'Other' 'event_name' 'event_name' 'event_name'
 'event_name' 'event_name' 'event_name' 'Other' 'Other' 'Other' 'Other'
 'date' 'date' 'date' 'date']",30,calendar_remove,calendar,6.42,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
3528,dev/453438cdd54d85a06d1d90ab88f034f5.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,lấy cho tôi đồ ăn mang đi,lấy cho tôi đồ ăn [order_type : mang đi],['lấy' 'cho' 'tôi' 'đồ' 'ăn' 'mang' 'đi'],['Other' 'Other' 'Other' 'Other' 'Other' 'order_type' 'order_type'],16,takeaway_order,takeaway,3.06,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
6905,dev/6dd51f6a0c99dc5e519c6253ea5e52a2.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,nó rất khó,nó rất khó,['nó' 'rất' 'khó'],['Other' 'Other' 'Other'],12,general_quirky,general,1.62,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
778,dev/421f68628957109bd9cd3ed071becea4.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,phát người hãy quên em đi của mỹ tâm,phát [song_name : người hãy quên em đi] của [artist_name : mỹ tâm],['phát' 'người' 'hãy' 'quên' 'em' 'đi' 'của' 'mỹ' 'tâm'],"['Other' 'song_name' 'song_name' 'song_name' 'song_name' 'song_name'
 'Other' 'artist_name' 'artist_name']",45,play_music,play,3.12,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
7279,dev/61a89b9521526ed415f7a5169cb8e2e3.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,nhắc tôi lấy đồ giặt là vào thứ hai tới,nhắc tôi [event_name : lấy đồ giặt là] vào [date : thứ hai] tới,['nhắc' 'tôi' 'lấy' 'đồ' 'giặt' 'là' 'vào' 'thứ' 'hai' 'tới'],"['Other' 'Other' 'event_name' 'event_name' 'event_name' 'event_name'
 'Other' 'date' 'date' 'Other']",50,calendar_set,calendar,4.02,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
12303,dev/986616e566da1f4fe5a9f4ba7ccb4e10.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,thời gian chuyến tàu hỏa từ vinh đến hội an,thời gian chuyến [transport_type : tàu hỏa] từ [place_name : vinh] đến [place_name : hội an],['thời' 'gian' 'chuyến' 'tàu' 'hỏa' 'từ' 'vinh' 'đến' 'hội' 'an'],"['Other' 'Other' 'Other' 'transport_type' 'transport_type' 'Other'
 'place_name' 'Other' 'place_name' 'place_name']",42,transport_query,transport,3.36,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
15381,dev/d7ab97ef75f3e8c85313939192bc00e9.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tweet shopee và nói với họ rằng ứng dụng của tôi bị lỗi,[media_type : tweet] [business_name : shopee] và nói với họ rằng ứng dụng của tôi bị lỗi,"['tweet' 'shopee' 'và' 'nói' 'với' 'họ' 'rằng' 'ứng' 'dụng' 'của' 'tôi'
 'bị' 'lỗi']","['media_type' 'business_name' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other']",47,social_post,social,4.98,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
13110,dev/fc24ff667f9a9c5049e0a8f785bd2a97.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,diễn viên đóng một vaidiễn,diễn viên đóng một vaidiễn,['diễn' 'viên' 'đóng' 'một' 'vaidiễn'],['Other' 'Other' 'Other' 'Other' 'Other'],26,qa_definition,qa,3.3,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
16232,dev/34a9aae212672289d016de6d23bf5488.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,olly vui lòng trả lời email của tiến nói rằng ý tưởng của anh ấy rất tuyệt vời,olly vui lòng trả lời email của [person : tiến] nói rằng ý tưởng của anh ấy rất tuyệt vời,"['olly' 'vui' 'lòng' 'trả' 'lời' 'email' 'của' 'tiến' 'nói' 'rằng' 'ý'
 'tưởng' 'của' 'anh' 'ấy' 'rất' 'tuyệt' 'vời']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'person' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other']",33,email_sendemail,email,5.94,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
16294,dev/883f6360f25eafbc2c82e6a6da05becd.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,đọc các email chưa đọc của tôi,đọc các email chưa đọc của tôi,['đọc' 'các' 'email' 'chưa' 'đọc' 'của' 'tôi'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],44,email_query,email,2.28,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
11732,dev/1fe20cad7c4d7d0d0f420d91ec6df33f.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,đang có chuyện gì xảy ra quanh đây vậy,đang có chuyện gì xảy ra quanh đây vậy,['đang' 'có' 'chuyện' 'gì' 'xảy' 'ra' 'quanh' 'đây' 'vậy'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],6,recommendation_events,recommendation,2.94,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
10210,dev/583a0d1381b8a0df832cfabf07e455de.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,không còn bình luận nào nữa,không còn bình luận nào nữa,['không' 'còn' 'bình' 'luận' 'nào' 'nữa'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],9,cooking_recipe,cooking,1.62,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
15047,dev/b522995c949ebf8bb8d1f5141b2e9c92.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,này olly định nghĩa của bị động là gì,này olly định nghĩa của [definition_word : bị động] là gì,['này' 'olly' 'định' 'nghĩa' 'của' 'bị' 'động' 'là' 'gì'],"['Other' 'Other' 'Other' 'Other' 'Other' 'definition_word'
 'definition_word' 'Other' 'Other']",26,qa_definition,qa,3.72,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
5943,dev/af7d49c3cc85ce6b16d692193034ceb8.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,thương mại quốc tế và thị trường kinh doanh,[news_topic : thương mại quốc tế và thị trường kinh doanh],['thương' 'mại' 'quốc' 'tế' 'và' 'thị' 'trường' 'kinh' 'doanh'],"['news_topic' 'news_topic' 'news_topic' 'news_topic' 'news_topic'
 'news_topic' 'news_topic' 'news_topic' 'news_topic']",22,news_query,news,2.64,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
13202,dev/ea67ab587713fe4234e8b7a088d47c65.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,dân số của los angeles là bao nhiêu,dân số của [place_name : los angeles] là bao nhiêu,['dân' 'số' 'của' 'los' 'angeles' 'là' 'bao' 'nhiêu'],['Other' 'Other' 'Other' 'place_name' 'place_name' 'Other' 'Other' 'Other'],49,qa_factoid,qa,3.3,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
5526,dev/bfaba0d29bcc1aad8fc2e82c0ba83fd9.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,chỉnh tắt tiếng cho đến khi được bật lại,chỉnh tắt tiếng cho đến khi được bật lại,['chỉnh' 'tắt' 'tiếng' 'cho' 'đến' 'khi' 'được' 'bật' 'lại'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],46,audio_volume_mute,audio,3.12,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
10889,dev/901de12b716264561f60ce6b9b079f1c.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tôi đã lập một danh sách mua sắm chưa,tôi đã lập một danh sách [list_name : mua sắm] chưa,['tôi' 'đã' 'lập' 'một' 'danh' 'sách' 'mua' 'sắm' 'chưa'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'list_name' 'list_name'
 'Other']",59,lists_query,lists,2.22,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
3028,dev/6bdaa2e798bdd58b200daf7664928fc9.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,olly dự báo về lượng tuyết rơi ở buffalo,olly [weather_descriptor : dự báo] về lượng [weather_descriptor : tuyết rơi] ở [place_name : buffalo],['olly' 'dự' 'báo' 'về' 'lượng' 'tuyết' 'rơi' 'ở' 'buffalo'],"['Other' 'weather_descriptor' 'weather_descriptor' 'Other' 'Other'
 'weather_descriptor' 'weather_descriptor' 'Other' 'place_name']",13,weather_query,weather,4.38,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
188,dev/29e10b0444c2e87c4a096206831dae69.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tăng âm lượng,tăng âm lượng,['tăng' 'âm' 'lượng'],['Other' 'Other' 'Other'],14,audio_volume_up,audio,1.38,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
5251,dev/dd4fdf856eb98dc33ce4dd6cdb62df86.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,dù có cần thiết cho chuyến đi ra ngoài của tôi không,[weather_descriptor : dù] có cần thiết cho chuyến đi ra ngoài của tôi không,"['dù' 'có' 'cần' 'thiết' 'cho' 'chuyến' 'đi' 'ra' 'ngoài' 'của'
 'tôi' 'không']","['weather_descriptor' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other']",13,weather_query,weather,3.66,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
15219,dev/0a162d6e368281fe87d622b4a2c16afc.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,bài này cực hay bạn có thể share link facebook cho mình được không,bài này cực hay bạn có thể share link [media_type : facebook] cho mình được không,"['bài' 'này' 'cực' 'hay' 'bạn' 'có' 'thể' 'share' 'link' 'facebook' 'cho'
 'mình' 'được' 'không']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'media_type' 'Other' 'Other' 'Other' 'Other']",47,social_post,social,4.56,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
1888,dev/f56ec8a580274297092e465dc0365e8d.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,đưa tôi độ sáng thấp trong nhà bếp,đưa tôi độ sáng thấp trong [house_place : nhà bếp],['đưa' 'tôi' 'độ' 'sáng' 'thấp' 'trong' 'nhà' 'bếp'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'house_place'
 'house_place']",31,iot_hue_lightdim,iot,2.82,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
711,dev/8384989b7e22cb5b314f8ac1102cce41.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,đọc những tiêu đề từ tờ tuổi trẻ,đọc những tiêu đề từ [media_type : tờ tuổi trẻ],['đọc' 'những' 'tiêu' 'đề' 'từ' 'tờ' 'tuổi' 'trẻ'],"['Other' 'Other' 'Other' 'Other' 'Other' 'media_type' 'media_type'
 'media_type']",22,news_query,news,3.9,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
3248,dev/26b2314a5521f1e7cb38654ee204a9f5.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,hoãn báo thức của ngày mai,hoãn báo thức của [date : ngày mai],['hoãn' 'báo' 'thức' 'của' 'ngày' 'mai'],['Other' 'Other' 'Other' 'Other' 'date' 'date'],52,alarm_remove,alarm,1.86,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
8848,dev/aacb18afd583a02bb2eeabbe5830e7e5.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,vui lòng nhắc tôi mang theo ô vì trời sẽ rất nóng hôm nay,vui lòng nhắc tôi [event_name : mang theo ô] vì trời sẽ rất nóng [date : hôm nay],"['vui' 'lòng' 'nhắc' 'tôi' 'mang' 'theo' 'ô' 'vì' 'trời' 'sẽ' 'rất' 'nóng'
 'hôm' 'nay']","['Other' 'Other' 'Other' 'Other' 'event_name' 'event_name' 'event_name'
 'Other' 'Other' 'Other' 'Other' 'Other' 'date' 'date']",50,calendar_set,calendar,4.8,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
5520,dev/2fd5ac0c6c941b9a4a35f9fd02ba16c3.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,ngày hai mươi hai tháng năm là thứ mấy,[date : ngày hai mươi hai tháng năm] là thứ mấy,['ngày' 'hai' 'mươi' 'hai' 'tháng' 'năm' 'là' 'thứ' 'mấy'],['date' 'date' 'date' 'date' 'date' 'date' 'Other' 'Other' 'Other'],0,datetime_query,datetime,4.38,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
8463,dev/67252740079d35c30c36c60ab5038615.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,xoá khỏi lịch của tôi sự kiện một giờ chiều hôm nay,xoá khỏi lịch của tôi sự kiện [time : một giờ chiều] [date : hôm nay],"['xoá' 'khỏi' 'lịch' 'của' 'tôi' 'sự' 'kiện' 'một' 'giờ' 'chiều' 'hôm'
 'nay']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'time' 'time'
 'time' 'date' 'date']",30,calendar_remove,calendar,5.04,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
